run_name,ratios,factors,nw_thesis,nw_proposed,reduction,multi_depth,n_weight_types,same_tree_mult,cross_tree_mult,improved,status_thesis,status_proposed
run_170,"[19, 14, 39];[23, 3, 46]","[4, 3, 3, 2];[4, 3, 3, 2]",1,1,0,0,2,3,3,0,OPTIMAL,OPTIMAL
run_171,"[23, 41, 8];[41, 1, 30]","[4, 3, 3, 2];[4, 3, 3, 2]",4,4,0,0,2,3,3,0,OPTIMAL,OPTIMAL
run_172,"[9, 52, 11];[46, 19, 7]","[4, 3, 3, 2];[4, 3, 3, 2]",3,3,0,0,2,5,4,0,OPTIMAL,FEASIBLE
run_173,"[5, 3, 64];[37, 11, 24]","[4, 3, 3, 2];[4, 3, 3, 2]",3,3,0,0,2,3,3,0,OPTIMAL,OPTIMAL
run_174,"[50, 15, 7];[60, 11, 1]","[4, 3, 3, 2];[4, 3, 3, 2]",2,2,0,0,2,3,3,0,OPTIMAL,OPTIMAL
run_175,"[25, 17, 30];[61, 4, 7]","[4, 3, 3, 2];[4, 3, 3, 2]",3,3,0,0,2,3,3,0,OPTIMAL,OPTIMAL
run_176,"[11, 33, 28];[23, 42, 7]","[4, 3, 3, 2];[4, 3, 3, 2]",1,1,0,0,2,5,4,0,OPTIMAL,OPTIMAL
run_177,"[57, 11, 4];[21, 46, 5]","[4, 3, 3, 2];[4, 3, 3, 2]",2,2,0,0,2,4,4,0,OPTIMAL,OPTIMAL
run_178,"[37, 13, 22];[44, 9, 19]","[4, 3, 3, 2];[4, 3, 3, 2]",2,2,0,0,2,2,2,0,OPTIMAL,OPTIMAL
run_179,"[9, 34, 29];[13, 37, 22]","[4, 3, 3, 2];[4, 3, 3, 2]",2,2,0,0,2,5,4,0,OPTIMAL,FEASIBLE
run_180,"[20, 23, 29];[11, 8, 53]","[4, 3, 3, 2];[4, 3, 3, 2]",1,1,0,0,2,6,6,0,OPTIMAL,OPTIMAL
run_181,"[17, 34, 21];[11, 29, 32]","[4, 3, 3, 2];[4, 3, 3, 2]",1,2,-1,0,2,8,8,0,OPTIMAL,FEASIBLE
run_182,"[17, 51, 4];[12, 43, 17]","[4, 3, 3, 2];[4, 3, 3, 2]",2,2,0,0,2,6,6,0,OPTIMAL,FEASIBLE
run_183,"[40, 7, 25];[44, 19, 9]","[4, 3, 3, 2];[4, 3, 3, 2]",2,2,0,0,2,2,2,0,OPTIMAL,OPTIMAL
run_184,"[13, 52, 7];[5, 39, 28]","[4, 3, 3, 2];[4, 3, 3, 2]",2,2,0,0,2,4,5,0,OPTIMAL,FEASIBLE
run_185,"[20, 1, 51];[47, 6, 19]","[4, 3, 3, 2];[4, 3, 3, 2]",3,3,0,0,2,2,2,0,OPTIMAL,OPTIMAL
run_186,"[37, 21, 14];[31, 9, 32]","[4, 3, 3, 2];[4, 3, 3, 2]",1,1,0,0,2,3,3,0,OPTIMAL,OPTIMAL
run_187,"[37, 23, 12];[49, 16, 7]","[4, 3, 3, 2];[4, 3, 3, 2]",3,3,0,0,2,3,3,0,OPTIMAL,FEASIBLE
run_188,"[7, 26, 39];[14, 57, 1]","[4, 3, 3, 2];[4, 3, 3, 2]",3,3,0,0,2,2,2,0,OPTIMAL,OPTIMAL
run_189,"[11, 10, 51];[35, 23, 14]","[4, 3, 3, 2];[4, 3, 3, 2]",2,3,-1,0,2,8,8,0,OPTIMAL,FEASIBLE
run_190,"[12, 17, 43];[45, 13, 14]","[4, 3, 3, 2];[4, 3, 3, 2]",2,2,0,0,2,4,4,0,OPTIMAL,FEASIBLE
run_191,"[7, 44, 21];[48, 17, 7]","[4, 3, 3, 2];[4, 3, 3, 2]",3,3,0,0,2,3,3,0,OPTIMAL,OPTIMAL
run_192,"[11, 37, 24];[4, 25, 43]","[4, 3, 3, 2];[4, 3, 3, 2]",1,1,0,0,2,2,2,0,OPTIMAL,OPTIMAL
run_193,"[19, 24, 29];[5, 13, 54]","[4, 3, 3, 2];[4, 3, 3, 2]",3,3,0,0,2,2,2,0,OPTIMAL,OPTIMAL
run_194,"[18, 43, 11];[1, 57, 14]","[4, 3, 3, 2];[4, 3, 3, 2]",3,3,0,0,2,2,2,0,OPTIMAL,OPTIMAL
run_195,"[28, 5, 39];[20, 51, 1]","[4, 3, 3, 2];[4, 3, 3, 2]",4,4,0,0,2,3,3,0,OPTIMAL,OPTIMAL
run_196,"[31, 6, 35];[16, 23, 33]","[4, 3, 3, 2];[4, 3, 3, 2]",2,2,0,0,2,6,6,0,OPTIMAL,FEASIBLE
run_197,"[54, 5, 13];[64, 5, 3]","[4, 3, 3, 2];[4, 3, 3, 2]",2,2,0,0,2,3,3,0,OPTIMAL,OPTIMAL
run_198,"[19, 19, 34];[1, 54, 17]","[4, 3, 3, 2];[4, 3, 3, 2]",3,3,0,0,2,2,2,0,OPTIMAL,OPTIMAL
run_199,"[11, 57, 4];[9, 38, 25]","[4, 3, 3, 2];[4, 3, 3, 2]",3,3,0,0,2,3,3,0,OPTIMAL,OPTIMAL
run_200,"[6, 55, 11];[9, 37, 26]","[4, 3, 3, 2];[4, 3, 3, 2]",2,2,0,0,2,2,2,0,OPTIMAL,OPTIMAL
